timestamp,supply_rate,borrow_rate,utilization,total_liquidity
2022-01-01 00:00:00,0.0189911408681098,0.0426748885189446,0.8,800000000
2022-01-02 00:00:00,0.0196904665649888,0.0412526773650474,0.8,800000000
2022-01-03 00:00:00,0.0181203106504668,0.0385398917132104,0.8,800000000
2022-01-04 00:00:00,0.0175261870417141,0.0385696735478424,0.8,800000000
2022-01-05 00:00:00,0.0179088870776691,0.0398945456293226,0.8,800000000
2022-01-06 00:00:00,0.0197503604538884,0.046095892829344,0.8,800000000
2022-01-07 00:00:00,0.0182738374519026,0.0392400578230209,0.8,800000000
2022-01-08 00:00:00,0.0194393650311006,0.039094447219731,0.8,800000000
2022-01-09 00:00:00,0.0186953889613322,0.0390286482643356,0.8,800000000
2022-01-10 00:00:00,0.0190860992316049,0.0395298584385154,0.8,800000000
2022-01-11 00:00:00,0.0169899849346347,0.039407546095132,0.8,800000000
2022-01-12 00:00:00,0.0191845048765598,0.0389167478070962,0.8,800000000
2022-01-13 00:00:00,0.0161856096114589,0.0388084008492243,0.8,800000000
2022-01-14 00:00:00,0.0194040967633255,0.0421650116963523,0.8,800000000
2022-01-15 00:00:00,0.0149329952295177,0.032836173277235,0.8,800000000
2022-01-16 00:00:00,0.0162562482307466,0.0377066310550284,0.8,800000000
2022-01-17 00:00:00,0.0175941963519104,0.0426862524125282,0.8,800000000
2022-01-18 00:00:00,0.0176853972740937,0.0376942751878393,0.8,800000000
2022-01-19 00:00:00,0.0178202360818061,0.0428596385421726,0.8,800000000
2022-01-20 00:00:00,0.013008698656257,0.032622412320858,0.8,800000000
2022-01-21 00:00:00,0.0193236271443194,0.0468516546297236,0.8,800000000
2022-01-22 00:00:00,0.0155633280747465,0.0398197210612431,0.8,800000000
2022-01-23 00:00:00,0.0157032780764788,0.0395448385630781,0.8,800000000
2022-01-24 00:00:00,0.0151152030620476,0.0368351658434488,0.8,800000000
2022-01-25 00:00:00,0.0148603464123011,0.0413077667375303,0.8,800000000
2022-01-26 00:00:00,0.0173157341439824,0.0469100901889952,0.8,800000000
2022-01-27 00:00:00,0.0113181209335328,0.0322292742777877,0.8,800000000
2022-01-28 00:00:00,0.0177612756625813,0.0431297252041298,0.8,800000000
2022-01-29 00:00:00,0.0138880202739824,0.0383822513465675,0.8,800000000
2022-01-30 00:00:00,0.015817227047034,0.0446332189532206,0.8,800000000
2022-01-31 00:00:00,0.0126843439171988,0.0382195646331731,0.8,800000000
2022-02-01 00:00:00,0.0173409192310295,0.0495444873465845,0.8,800000000
