timestamp,supply_rate,borrow_rate,utilization,total_liquidity
2022-01-01 00:00:00,0.0002702541670001,0.0426748885189446,0.8,800000000
2022-01-02 00:00:00,0.0002707725937851,0.0412526773650474,0.8,800000000
2022-01-03 00:00:00,0.0002517430681491,0.0385398917132104,0.8,800000000
2022-01-04 00:00:00,0.000244526839245,0.0385696735478424,0.8,800000000
2022-01-05 00:00:00,0.0002374617804498,0.0398945456293226,0.8,800000000
2022-01-06 00:00:00,0.0002646676989554,0.046095892829344,0.8,800000000
2022-01-07 00:00:00,0.0002513153801022,0.0392400578230209,0.8,800000000
2022-01-08 00:00:00,0.000247430138976,0.039094447219731,0.8,800000000
2022-01-09 00:00:00,0.0002636918910949,0.0390286482643356,0.8,800000000
2022-01-10 00:00:00,0.0002559490522027,0.0395298584385154,0.8,800000000
2022-01-11 00:00:00,0.0002302522754839,0.039407546095132,0.8,800000000
2022-01-12 00:00:00,0.0002636650831907,0.0389167478070962,0.8,800000000
2022-01-13 00:00:00,0.0002393534723354,0.0388084008492243,0.8,800000000
2022-01-14 00:00:00,0.0003013869003682,0.0421650116963523,0.8,800000000
2022-01-15 00:00:00,0.000214791313964,0.032836173277235,0.8,800000000
2022-01-16 00:00:00,0.0002418177792301,0.0377066310550284,0.8,800000000
2022-01-17 00:00:00,0.0002808994709585,0.0426862524125282,0.8,800000000
2022-01-18 00:00:00,0.0002636262668873,0.0376942751878393,0.8,800000000
2022-01-19 00:00:00,0.0002949615672068,0.0428596385421726,0.8,800000000
2022-01-20 00:00:00,0.0001982595854693,0.032622412320858,0.8,800000000
2022-01-21 00:00:00,0.0003161109338772,0.0468516546297236,0.8,800000000
2022-01-22 00:00:00,0.0002458059112507,0.0398197210612431,0.8,800000000
2022-01-23 00:00:00,0.0002589827730384,0.0395448385630781,0.8,800000000
2022-01-24 00:00:00,0.0002619248181034,0.0368351658434488,0.8,800000000
2022-01-25 00:00:00,0.000255483718584,0.0413077667375303,0.8,800000000
2022-01-26 00:00:00,0.0003347012406715,0.0469100901889952,0.8,800000000
2022-01-27 00:00:00,0.0002598050634969,0.0322292742777877,0.8,800000000
2022-01-28 00:00:00,0.0003280115890912,0.0431297252041298,0.8,800000000
2022-01-29 00:00:00,0.0003083505650722,0.0383822513465675,0.8,800000000
2022-01-30 00:00:00,0.0003049470822947,0.0446332189532206,0.8,800000000
2022-01-31 00:00:00,0.0002670022072811,0.0382195646331731,0.8,800000000
2022-02-01 00:00:00,0.0003819959788105,0.0495444873465845,0.8,800000000
2022-02-02 00:00:00,0.0002795173325348,0.0364272660930155,0.8,800000000
2022-02-03 00:00:00,0.0003375528300944,0.0345773612827183,0.8,800000000
2022-02-04 00:00:00,0.0004538993008694,0.0458945336806035,0.8,800000000
2022-02-05 00:00:00,0.0003564016797453,0.0356850659226962,0.8,800000000
2022-02-06 00:00:00,0.0003782719249909,0.0392022846964184,0.8,800000000
2022-02-07 00:00:00,0.0002844771269754,0.0290601682287618,0.8,800000000
2022-02-08 00:00:00,0.0003618043128611,0.0410180858997237,0.8,800000000
2022-02-09 00:00:00,0.0003704760269998,0.0392921788349555,0.8,800000000
2022-02-10 00:00:00,0.0003437986908207,0.0352240520845189,0.8,800000000
2022-02-11 00:00:00,0.0003545650012087,0.0314740856529048,0.8,800000000
2022-02-12 00:00:00,0.0003661698394712,0.0343376893187196,0.8,800000000
2022-02-13 00:00:00,0.0003852568050093,0.0323258986816832,0.8,800000000
2022-02-14 00:00:00,0.0003677117829289,0.0316680977564649,0.8,800000000
2022-02-15 00:00:00,0.0003677117829289,0.0316680977564649,0.8,800000000
2022-02-16 00:00:00,0.0001262102091974,0.0660117157592172,0.8,800000000
2022-02-17 00:00:00,8.105605160487221e-05,0.0767034159995782,0.8,800000000
2022-02-18 00:00:00,0.0001131304684037,0.0820487092249535,0.8,800000000
2022-02-19 00:00:00,0.0001883505035718,0.0550026153320134,0.8,800000000
2022-02-20 00:00:00,0.0001441805691759,0.0720183798043366,0.8,800000000
2022-02-21 00:00:00,0.0001047334260769,0.0884800319727093,0.8,800000000
2022-02-22 00:00:00,0.0001886382901677,0.0612402286951288,0.8,800000000
2022-02-23 00:00:00,0.0002507241519499,0.0727616634942995,0.8,800000000
2022-02-24 00:00:00,0.0001436093142459,0.0806125607387909,0.8,800000000
2022-02-25 00:00:00,0.0003496487391936,0.0830721658274375,0.8,800000000
2022-02-26 00:00:00,0.0006884812249375,0.066377111513745,0.8,800000000
2022-02-27 00:00:00,0.0007639968625626,0.0870490060211343,0.8,800000000
2022-02-28 00:00:00,0.0004534502391567,0.0637733021390504,0.8,800000000
2022-03-01 00:00:00,0.0006033503228896,0.0551324623069476,0.8,800000000
2022-03-02 00:00:00,0.0003092850201285,0.0804752466178126,0.8,800000000
2022-03-03 00:00:00,0.0002438451756098,0.0880731012980308,0.8,800000000
2022-03-04 00:00:00,0.0007573959830057,0.067798469608765,0.8,800000000
2022-03-05 00:00:00,0.0009823629352262,0.0646652142740053,0.8,800000000
2022-03-06 00:00:00,0.0009253168435769,0.0694363275803487,0.8,800000000
2022-03-07 00:00:00,0.0002217527287025,0.0695160354000505,0.8,800000000
2022-03-08 00:00:00,0.000256526872409,0.0644124790666942,0.8,800000000
